,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1206,3.0,479.0,0.0,17.0,0.0,0.0,739.0,7.7333,186.0,1.0
1207,1.0,1130.0,1.0,57.0,1.0,0.0,802.0,146.5208,54.0,0.0
1208,2.0,1014.0,1.0,19.0,0.0,0.0,299.0,10.5,186.0,2.0
1209,3.0,613.0,1.0,27.0,0.0,0.0,568.0,7.8542,186.0,2.0
1210,2.0,586.0,1.0,22.0,2.0,0.0,759.0,31.5,186.0,2.0
1211,3.0,40.0,1.0,26.0,0.0,0.0,452.0,7.775,186.0,2.0
1212,3.0,663.0,1.0,25.0,0.0,0.0,248.0,7.2292,176.0,0.0
1213,2.0,854.0,1.0,26.0,0.0,0.0,200.0,13.0,180.0,2.0
1214,1.0,1030.0,1.0,33.0,0.0,0.0,56.0,26.55,186.0,2.0
1215,1.0,664.0,0.0,39.0,0.0,0.0,187.0,211.3375,186.0,2.0
1216,3.0,67.0,1.0,23.0,0.0,0.0,878.0,7.05,186.0,2.0
1217,2.0,108.0,0.0,12.0,2.0,1.0,146.0,39.0,183.0,2.0
1218,1.0,1023.0,1.0,46.0,0.0,0.0,806.0,79.2,186.0,0.0
1219,2.0,240.0,1.0,29.0,1.0,0.0,128.0,26.0,186.0,2.0
1220,2.0,372.0,1.0,21.0,0.0,0.0,163.0,13.0,186.0,2.0
1221,2.0,310.0,0.0,48.0,0.0,2.0,763.0,36.75,186.0,2.0
1222,1.0,354.0,1.0,39.0,0.0,0.0,804.0,29.7,4.0,0.0
1223,3.0,1178.0,1.0,29.881137667304014,0.0,0.0,279.0,7.225,186.0,0.0
1224,3.0,842.0,0.0,19.0,1.0,1.0,247.0,15.7417,186.0,0.0
1225,3.0,266.0,1.0,27.0,0.0,0.0,512.0,7.8958,186.0,2.0
1226,1.0,740.0,1.0,30.0,0.0,0.0,3.0,26.0,65.0,2.0
1227,2.0,1296.0,1.0,32.0,0.0,0.0,197.0,13.0,186.0,2.0
1228,3.0,366.0,1.0,39.0,0.0,2.0,270.0,7.2292,186.0,0.0
1229,2.0,321.0,1.0,25.0,0.0,0.0,759.0,31.5,186.0,2.0
1230,3.0,118.0,1.0,29.881137667304014,0.0,0.0,230.0,7.2292,186.0,0.0
1231,2.0,382.0,1.0,18.0,0.0,0.0,747.0,10.5,186.0,2.0
1232,3.0,731.0,1.0,32.0,0.0,0.0,563.0,7.5792,186.0,2.0
1233,3.0,1056.0,1.0,29.881137667304014,1.0,9.0,778.0,69.55,186.0,2.0
1234,1.0,199.0,0.0,58.0,0.0,1.0,831.0,512.3292,45.0,0.0
1235,3.0,1303.0,1.0,29.881137667304014,1.0,1.0,736.0,14.5,186.0,2.0
1236,3.0,4.0,0.0,16.0,0.0,0.0,483.0,7.65,186.0,2.0
1237,2.0,136.0,1.0,26.0,0.0,0.0,170.0,13.0,186.0,2.0
1238,3.0,1250.0,0.0,38.0,0.0,0.0,283.0,7.2292,186.0,0.0
1239,2.0,440.0,1.0,24.0,0.0,0.0,206.0,13.5,186.0,2.0
1240,2.0,1224.0,0.0,31.0,0.0,0.0,781.0,21.0,186.0,2.0
1241,1.0,470.0,0.0,45.0,0.0,1.0,835.0,63.3583,118.0,0.0
1242,2.0,1144.0,1.0,25.0,0.0,0.0,785.0,10.5,186.0,2.0
1243,2.0,326.0,1.0,18.0,0.0,0.0,847.0,73.5,186.0,2.0
1244,2.0,531.0,1.0,49.0,1.0,2.0,138.0,65.0,186.0,2.0
1245,3.0,316.0,0.0,0.17,1.0,2.0,750.0,20.575,186.0,2.0
1246,1.0,614.0,1.0,50.0,0.0,0.0,29.0,26.0,168.0,2.0
1247,1.0,163.0,0.0,59.0,2.0,0.0,76.0,51.4792,61.0,2.0
1248,3.0,721.0,1.0,29.881137667304014,0.0,0.0,83.0,7.8792,186.0,2.0
1249,3.0,886.0,1.0,29.881137667304014,0.0,0.0,618.0,7.75,186.0,1.0
1250,3.0,710.0,0.0,30.0,1.0,0.0,542.0,15.55,186.0,2.0
1251,3.0,1048.0,1.0,14.5,8.0,2.0,778.0,69.55,186.0,2.0
1252,2.0,749.0,0.0,24.0,1.0,1.0,841.0,37.0042,186.0,0.0
1253,2.0,1230.0,0.0,31.0,0.0,0.0,776.0,21.0,186.0,2.0
1254,3.0,1152.0,1.0,27.0,0.0,0.0,347.0,8.6625,186.0,2.0
1255,1.0,495.0,0.0,25.0,1.0,0.0,74.0,55.4417,165.0,0.0
1256,3.0,1057.0,0.0,29.881137667304014,1.0,9.0,778.0,69.55,186.0,2.0
1257,3.0,195.0,1.0,29.881137667304014,1.0,0.0,284.0,14.4583,186.0,0.0
1258,3.0,1003.0,0.0,22.0,0.0,0.0,335.0,39.6875,186.0,2.0
1259,1.0,435.0,0.0,45.0,0.0,1.0,23.0,59.4,186.0,0.0
1260,2.0,913.0,1.0,29.0,0.0,0.0,861.0,13.8583,186.0,0.0
1261,2.0,438.0,1.0,21.0,1.0,0.0,301.0,11.5,186.0,2.0
1262,1.0,1276.0,0.0,31.0,0.0,0.0,105.0,134.5,159.0,0.0
1263,1.0,577.0,1.0,49.0,0.0,0.0,19.0,0.0,46.0,2.0
1264,2.0,493.0,1.0,44.0,0.0,0.0,214.0,13.0,186.0,2.0
1265,1.0,334.0,0.0,54.0,1.0,1.0,398.0,81.8583,14.0,2.0
1266,1.0,144.0,0.0,45.0,0.0,0.0,824.0,262.375,186.0,0.0
1267,3.0,651.0,0.0,22.0,2.0,0.0,364.0,8.6625,186.0,2.0
1268,2.0,272.0,1.0,21.0,0.0,0.0,322.0,11.5,186.0,2.0
1269,1.0,539.0,1.0,55.0,0.0,0.0,685.0,50.0,85.0,2.0
1270,3.0,57.0,1.0,5.0,4.0,2.0,454.0,31.3875,186.0,2.0
1271,3.0,882.0,1.0,29.881137667304014,0.0,0.0,607.0,7.75,186.0,1.0
1272,3.0,391.0,1.0,26.0,0.0,0.0,375.0,7.8792,186.0,1.0
1273,3.0,1008.0,0.0,29.881137667304014,0.0,0.0,587.0,14.5,186.0,2.0
1274,3.0,783.0,0.0,19.0,1.0,0.0,655.0,16.1,186.0,2.0
1275,2.0,1252.0,1.0,29.881137667304014,0.0,0.0,864.0,12.875,186.0,2.0
1276,2.0,530.0,0.0,24.0,1.0,2.0,138.0,65.0,186.0,2.0
1277,3.0,53.0,1.0,24.0,0.0,0.0,543.0,7.775,186.0,2.0
1278,2.0,55.0,1.0,57.0,0.0,0.0,195.0,13.0,186.0,2.0
1279,3.0,192.0,1.0,21.0,0.0,0.0,600.0,7.75,186.0,1.0
1280,3.0,915.0,1.0,6.0,3.0,1.0,541.0,21.075,186.0,2.0
1281,1.0,934.0,1.0,23.0,0.0,0.0,86.0,93.5,28.0,2.0
1282,1.0,715.0,0.0,51.0,0.0,1.0,809.0,39.4,127.0,2.0
1283,3.0,1.0,1.0,13.0,0.0,2.0,753.0,20.25,186.0,2.0
1284,2.0,437.0,1.0,47.0,0.0,0.0,757.0,10.5,186.0,2.0
1285,3.0,654.0,1.0,29.0,3.0,1.0,365.0,22.025,186.0,2.0
1286,1.0,1119.0,0.0,18.0,1.0,0.0,98.0,60.0,83.0,2.0
1287,3.0,246.0,1.0,24.0,0.0,0.0,645.0,7.25,186.0,1.0
1288,1.0,417.0,0.0,48.0,1.0,1.0,96.0,79.2,39.0,0.0
1289,3.0,683.0,1.0,22.0,0.0,0.0,442.0,7.775,186.0,2.0
1290,3.0,259.0,1.0,31.0,0.0,0.0,132.0,7.7333,186.0,1.0
1291,1.0,132.0,0.0,30.0,0.0,0.0,626.0,164.8667,100.0,2.0
1292,2.0,424.0,1.0,38.0,1.0,0.0,313.0,21.0,186.0,2.0
1293,1.0,434.0,0.0,22.0,0.0,1.0,23.0,59.4,186.0,0.0
1294,1.0,206.0,1.0,17.0,0.0,0.0,35.0,47.1,186.0,2.0
1295,1.0,413.0,1.0,43.0,1.0,0.0,116.0,27.7208,135.0,0.0
1296,2.0,872.0,1.0,20.0,0.0,0.0,865.0,13.8625,134.0,0.0
1297,2.0,1229.0,1.0,23.0,1.0,0.0,315.0,10.5,186.0,2.0
1298,1.0,1260.0,1.0,50.0,1.0,1.0,37.0,211.5,103.0,0.0
1299,3.0,1006.0,0.0,29.881137667304014,0.0,0.0,394.0,7.7208,186.0,1.0
1300,3.0,936.0,0.0,3.0,1.0,1.0,883.0,13.775,186.0,2.0
1301,3.0,849.0,0.0,29.881137667304014,0.0,0.0,605.0,7.75,186.0,1.0
1302,1.0,801.0,0.0,37.0,1.0,0.0,120.0,90.0,102.0,1.0
1303,3.0,527.0,0.0,28.0,0.0,0.0,462.0,7.775,186.0,2.0
1304,3.0,1126.0,1.0,29.881137667304014,0.0,0.0,711.0,8.05,186.0,2.0
1305,1.0,891.0,0.0,39.0,0.0,0.0,834.0,108.9,64.0,0.0
1306,3.0,1046.0,1.0,38.5,0.0,0.0,872.0,7.25,186.0,2.0
1307,3.0,1227.0,1.0,29.881137667304014,0.0,0.0,579.0,8.05,186.0,2.0
1308,3.0,953.0,1.0,29.881137667304014,1.0,1.0,262.0,22.3583,186.0,0.0
